Age,Income,Coapplicant_Income,Dependents,Employ_Status,Debt,PrevLDefault,CIBIL_Score,Loan_Approval
76,127146,84519,1,Employed,75852,0,622,0
62,120311,80088,4,Unemployed,61657,0,549,1
32,92780,1935,0,Self-employed,9342,1,485,0
45,141467,22755,4,Self-employed,17292,1,462,1
36,80316,42365,3,Self-employed,98840,1,426,0
40,100550,35934,5,Self-employed,78665,1,407,1
48,72521,87229,4,Employed,91239,1,457,1
46,27244,87635,5,Unemployed,37531,1,404,1
57,25523,2746,4,Self-employed,94227,1,445,1
66,100719,39118,0,Self-employed,84039,1,489,0
29,24390,61246,5,Self-employed,27030,1,412,1
57,96685,62384,5,Self-employed,74871,1,410,1
53,80733,36935,2,Unemployed,23829,0,561,1
53,95646,83910,1,Self-employed,73179,0,631,0
48,56447,91569,4,Unemployed,71213,1,434,1
25,141672,36922,3,Unemployed,1270,0,593,0
33,142279,96767,4,Employed,39144,0,570,1
44,19535,71157,4,Employed,82179,1,442,0
26,38732,75490,1,Employed,82118,1,485,0
46,82757,96425,1,Employed,96754,0,621,1
71,142953,76327,5,Unemployed,26901,0,598,0
51,72232,60569,4,Self-employed,14328,1,424,1
47,106832,11517,4,Employed,95624,1,406,1
62,148176,3824,1,Unemployed,41911,1,485,1
43,84853,94209,0,Employed,3690,1,481,0
53,34739,31872,0,Unemployed,11994,0,634,0
72,87197,51041,0,Employed,16236,0,628,1
80,50890,56104,5,Unemployed,42056,0,527,1
48,127760,5548,0,Self-employed,43641,0,651,0
59,122807,95302,1,Unemployed,81395,0,607,1
45,74571,93630,0,Self-employed,8047,0,616,1
71,91073,89924,3,Self-employed,87002,1,443,1
47,52310,5902,1,Employed,45603,1,472,0
49,105271,32469,4,Employed,71185,0,605,0
52,80494,29358,0,Unemployed,26207,0,613,0
70,142347,91647,1,Self-employed,82799,1,433,1
53,122430,89949,5,Self-employed,78932,1,415,1
60,45768,87035,0,Self-employed,87479,1,491,1
64,27396,8280,1,Employed,68470,0,580,0
66,96927,50498,1,Self-employed,80538,1,463,1
26,29751,19945,4,Unemployed,30784,1,430,1
28,33405,37539,4,Self-employed,9085,0,608,1
52,127205,51653,1,Self-employed,49200,0,573,1
27,132170,38713,3,Unemployed,66714,1,414,0
30,52564,55296,1,Unemployed,14235,0,609,0
40,20957,991,3,Self-employed,7098,0,618,1
37,52689,53573,2,Self-employed,94429,0,569,0
41,127490,13765,4,Employed,83747,0,582,0
30,37060,22120,3,Employed,86146,1,416,1
69,17414,44340,2,Self-employed,7782,0,570,1
71,83652,5976,0,Unemployed,78538,0,631,0
48,26159,57029,2,Unemployed,94402,1,411,1
37,100794,26276,0,Employed,78981,1,484,0
64,109254,52861,2,Unemployed,16797,0,633,1
31,135091,75881,1,Employed,81549,1,466,0
52,68754,70096,4,Employed,63432,0,594,1
33,133285,86942,1,Employed,61288,0,644,0
67,26905,41336,4,Employed,88756,1,443,0
30,112453,68235,5,Self-employed,54866,0,577,0
41,132831,62873,1,Self-employed,38509,0,596,1
60,119341,31639,4,Self-employed,10215,0,575,0
73,149606,48426,0,Employed,91376,0,567,0
43,93343,36598,4,Self-employed,88943,1,402,1
26,60364,74088,5,Self-employed,88284,0,515,1
30,126132,86431,5,Employed,18917,1,447,0
42,136182,47188,4,Unemployed,86439,0,575,0
49,40333,24265,0,Unemployed,35164,0,649,1
74,17351,24219,3,Employed,69420,0,552,1
62,18355,70123,5,Employed,36598,0,577,1
71,112263,16801,0,Unemployed,9065,1,469,1
75,32807,22216,3,Self-employed,2171,0,587,1
68,124987,23195,3,Unemployed,48588,0,581,0
67,37634,42438,3,Employed,84090,1,474,1
63,78849,51336,4,Unemployed,81452,0,590,0
39,25301,98031,2,Employed,33145,1,497,0
78,144172,11386,5,Employed,39048,0,582,0
73,106774,74147,1,Unemployed,51499,0,580,1
53,101887,49890,5,Unemployed,73925,1,442,0
30,85650,2446,5,Self-employed,49301,1,429,0
61,111319,96108,4,Self-employed,59309,1,407,1
23,16158,77305,0,Employed,39331,1,463,0
22,26211,70968,3,Unemployed,79694,0,558,0
79,59401,49826,2,Unemployed,36691,0,575,1
59,135083,87282,0,Employed,13162,0,652,0
38,132666,64012,1,Unemployed,36476,0,578,0
46,22416,15441,4,Unemployed,50760,0,581,0
56,68760,70734,5,Self-employed,60865,1,392,1
46,93876,99427,3,Unemployed,96698,0,603,1
55,45478,37119,4,Unemployed,17902,1,444,1
23,32963,68298,3,Employed,39851,0,610,0
63,101203,69852,4,Unemployed,90124,1,451,0
29,19865,19593,4,Employed,56732,1,398,1
23,100914,11223,5,Self-employed,32360,1,444,0
74,128243,81587,1,Unemployed,74024,1,438,0
39,89413,26271,1,Unemployed,251,0,613,1
79,47482,30957,2,Unemployed,10447,1,446,1
78,73272,43669,4,Employed,28095,0,555,0
43,147011,23391,4,Unemployed,31829,0,605,0
59,32979,23048,1,Self-employed,47803,0,575,0
26,49273,49815,0,Employed,66680,0,572,1
53,94793,41669,0,Employed,13479,1,495,1
42,63081,42755,4,Unemployed,48023,0,610,1
36,41861,32925,1,Unemployed,71834,0,629,1
31,120726,4046,0,Employed,76191,0,605,0
79,59365,23635,2,Unemployed,65972,1,448,1
24,82197,52096,2,Self-employed,26051,1,488,1
31,85434,75223,4,Self-employed,97765,1,407,1
62,85852,48060,4,Employed,63314,0,603,1
69,40043,79944,2,Unemployed,41030,1,499,1
44,99897,46724,1,Self-employed,40333,0,588,0
43,24836,24923,5,Self-employed,32197,0,533,0
65,50031,11172,1,Unemployed,93172,0,604,1
52,76592,82645,2,Unemployed,17651,0,618,0
63,63516,18334,4,Self-employed,63531,1,432,1
58,123985,13316,2,Employed,48916,1,482,1
28,29802,54491,3,Self-employed,12029,1,499,0
53,134973,32136,1,Unemployed,63176,1,489,0
36,83672,40568,0,Unemployed,12745,0,617,1
38,62188,81700,4,Self-employed,67273,1,454,1
62,124538,24476,1,Unemployed,51680,0,574,1
32,134457,36963,3,Unemployed,28669,0,624,0
54,65034,30204,3,Self-employed,52424,1,427,1
48,89404,70876,4,Self-employed,7016,0,605,1
27,30895,40361,4,Self-employed,75847,0,546,1
69,97192,86877,2,Employed,9659,0,643,0
71,132127,33293,4,Self-employed,79858,1,465,1
38,148487,63253,3,Unemployed,20523,0,623,1
52,99118,42869,3,Employed,29991,1,447,0
27,122241,8203,5,Unemployed,42531,1,475,1
26,55761,62965,4,Employed,71538,0,526,1
33,110008,6710,3,Unemployed,92436,1,461,0
26,130362,57750,4,Employed,48182,1,470,1
51,51961,68574,3,Unemployed,11266,1,450,0
74,35917,88162,1,Self-employed,24124,1,481,0
45,148722,46868,1,Employed,27200,0,611,1
30,58502,35620,0,Self-employed,76766,0,563,1
63,120671,55036,3,Unemployed,66236,0,565,1
66,113035,89866,1,Unemployed,13187,0,607,1
54,68025,3356,1,Self-employed,52080,1,447,0
73,148073,54474,2,Unemployed,99157,0,585,1
54,145916,53357,3,Self-employed,84447,0,565,0
80,65387,48808,3,Self-employed,8781,0,594,1
58,42662,29677,2,Employed,59569,0,585,1
66,50651,15274,4,Self-employed,58425,1,461,1
79,113137,7196,5,Unemployed,28848,1,432,0
46,145704,86590,2,Employed,95951,1,468,1
62,46569,36103,3,Self-employed,47146,1,412,1
26,108020,72825,1,Employed,14489,1,480,1
72,25239,77845,4,Employed,44796,1,458,1
64,124921,64735,0,Unemployed,74794,1,495,0
33,37480,67628,3,Unemployed,81257,1,409,1
73,125456,80577,2,Employed,90695,1,445,0
50,64484,42458,2,Unemployed,73949,0,583,0
21,124086,83219,0,Employed,23367,0,633,0
24,83310,21283,3,Employed,8252,1,496,0
26,53255,69492,2,Employed,30676,0,613,0
78,93246,89179,4,Self-employed,7046,1,471,0
28,46670,1421,5,Unemployed,25218,0,582,1
77,143528,80957,5,Self-employed,26762,0,554,0
59,48782,84391,1,Self-employed,83144,1,470,0
54,92488,23762,2,Unemployed,20677,1,451,0
23,33620,50613,2,Self-employed,71086,1,473,1
21,106584,76578,2,Employed,12741,1,462,1
50,24940,16553,0,Employed,87308,1,464,0
34,107083,22995,0,Unemployed,69212,0,621,1
80,136040,17709,5,Employed,84747,0,587,0
78,75845,17408,1,Employed,77178,1,501,0
35,138946,23665,3,Self-employed,30082,1,440,1
33,145990,26277,5,Self-employed,3238,0,550,0
54,26113,77422,4,Employed,38461,0,536,1
69,44645,64406,4,Employed,4716,0,595,1
70,95628,12728,3,Employed,12997,0,555,0
74,29501,2238,1,Employed,87614,0,611,0
73,40648,66349,2,Employed,71173,1,468,1
71,69003,95285,3,Unemployed,91936,1,421,0
29,131845,88879,5,Unemployed,19645,1,458,0
51,48845,82907,4,Unemployed,97416,1,387,0
22,42658,40275,0,Employed,92149,0,567,1
62,142514,86928,5,Employed,48457,1,441,1
61,88183,85985,2,Unemployed,92473,0,607,0
43,119746,44693,4,Employed,55881,1,463,1
27,105367,359,2,Self-employed,9737,1,496,1
57,96910,13772,1,Unemployed,16486,1,478,1
34,97282,73738,5,Unemployed,40514,0,540,1
66,40540,82149,0,Self-employed,76304,1,480,1
23,90187,53112,0,Employed,47002,1,509,0
23,18317,20553,2,Self-employed,7080,1,435,0
24,117661,38284,1,Employed,68351,0,582,0
51,22871,99970,0,Employed,74070,1,446,1
31,91365,4804,0,Unemployed,3362,1,528,1
44,87501,86105,3,Employed,90354,1,462,0
73,48895,54571,0,Self-employed,15379,1,452,1
40,94505,54463,2,Self-employed,59436,1,495,0
37,58199,27114,1,Unemployed,98261,0,565,0
35,93789,96550,5,Employed,24519,0,580,0
55,49717,11586,3,Self-employed,15172,0,605,1
49,147251,62766,3,Unemployed,12386,1,448,1
38,110891,29020,3,Unemployed,39144,0,564,0
26,35790,85978,2,Unemployed,45555,0,611,0
39,130390,50832,4,Self-employed,29304,1,415,0
23,131861,56425,5,Self-employed,64238,0,533,0
53,120305,7744,4,Self-employed,19429,1,421,1
72,89156,68134,3,Self-employed,74302,0,596,1
78,53498,50821,4,Unemployed,69642,0,542,0
32,50248,34175,3,Unemployed,32093,1,495,0
26,29008,84076,0,Employed,94945,0,577,1
54,93459,30191,4,Self-employed,73752,1,414,1
29,32792,40525,3,Employed,55987,0,554,0
71,105553,73099,1,Unemployed,4639,1,462,0
29,146027,50931,0,Unemployed,2239,1,483,0
70,64694,84940,1,Employed,83352,1,439,1
37,47077,75965,3,Employed,20702,0,560,1
78,46305,70417,1,Unemployed,43953,0,621,1
50,63473,31690,5,Self-employed,92446,1,379,0
71,142879,77517,1,Self-employed,68314,0,595,0
49,120321,29492,3,Employed,18995,0,564,1
74,126601,22696,4,Employed,18526,1,474,1
71,115313,7293,0,Employed,79656,0,582,0
57,46270,75336,1,Employed,82115,1,454,1
43,73821,10436,4,Employed,14583,0,580,1
42,26983,71399,1,Employed,18076,0,578,0
56,89464,88798,5,Employed,32094,0,532,1
27,128577,79297,1,Employed,37437,1,498,0
35,108676,21551,4,Unemployed,16053,0,596,0
62,145810,36539,0,Self-employed,87223,0,631,0
72,24322,77904,3,Self-employed,95601,0,565,0
32,37016,40476,5,Unemployed,55218,0,552,0
37,116283,79525,4,Self-employed,80034,1,400,0
65,86447,10673,2,Employed,2395,0,613,0
33,102321,17521,2,Unemployed,27622,1,456,1
45,71844,49979,4,Employed,19341,1,475,0
79,115411,53360,5,Unemployed,90048,0,525,0
80,116764,25433,3,Employed,29156,1,485,1
57,82162,70435,0,Employed,5093,1,467,1
69,32358,2174,5,Unemployed,38435,0,591,1
71,26850,37670,3,Unemployed,27212,0,554,0
49,88468,45479,3,Employed,7052,1,473,1
70,113979,32474,0,Unemployed,24135,1,522,0
74,106971,1455,3,Employed,11010,0,572,0
74,28888,87213,0,Employed,62251,0,604,0
47,28976,37382,1,Unemployed,51017,0,591,0
33,66610,7844,5,Unemployed,4088,1,476,1
73,75022,87440,5,Employed,82945,0,557,1
61,52951,85499,2,Employed,63823,0,585,0
52,149862,93355,0,Employed,85094,0,622,0
45,111782,39522,5,Employed,50379,0,588,0
45,90748,60185,1,Unemployed,28323,1,477,1
27,63771,44676,5,Unemployed,18516,0,548,0
42,83973,2860,1,Employed,13429,1,456,0
61,55403,99389,3,Unemployed,46630,0,553,1
36,83081,37024,0,Self-employed,43242,1,501,1
76,94757,94286,2,Self-employed,23512,1,457,0
41,29361,47080,2,Unemployed,25547,1,464,1
54,125189,66082,3,Unemployed,5795,1,501,1
80,97617,83607,4,Unemployed,1863,1,424,0
54,133333,56751,3,Self-employed,22160,0,563,1
33,52990,14987,1,Unemployed,21808,0,590,0
39,25717,83457,2,Employed,71582,1,459,1
28,58560,7113,5,Unemployed,90659,1,452,0
62,143223,18506,5,Self-employed,63498,1,426,0
43,65565,68760,3,Self-employed,15758,1,438,0
61,134293,24110,0,Self-employed,76557,1,480,1
47,114029,32808,5,Self-employed,91930,1,388,0
30,136830,33676,2,Self-employed,52891,0,609,1
59,98240,48476,0,Employed,45200,0,611,0
68,104230,51322,5,Self-employed,69524,0,555,0
76,19010,11374,2,Employed,42739,1,430,1
60,39361,59216,5,Unemployed,61117,0,576,0
60,88376,93702,3,Unemployed,4482,1,509,0
24,77599,25340,1,Unemployed,79248,1,473,1
32,73823,94175,2,Employed,45705,1,467,0
50,103661,5366,1,Self-employed,49147,1,456,0
64,84835,21352,1,Unemployed,61561,1,466,0
50,136593,26805,0,Unemployed,36085,0,601,0
48,132345,98322,2,Employed,34325,0,577,1
67,133539,90424,2,Unemployed,81038,1,467,1
31,110710,52917,2,Employed,77222,1,443,0
45,60842,95283,0,Employed,84192,0,606,1
63,117963,83340,3,Self-employed,40899,1,500,0
64,104807,46583,3,Self-employed,41188,1,443,1
57,127478,8574,0,Unemployed,71213,0,641,0
69,83357,89728,3,Self-employed,55083,0,608,0
46,83687,49910,4,Self-employed,1656,0,567,0
73,47326,48936,0,Employed,82254,1,461,0
47,132747,80895,1,Self-employed,53622,0,573,0
64,20366,23909,2,Unemployed,4055,0,597,0
41,55026,89667,3,Self-employed,84505,0,552,1
71,93768,93581,3,Self-employed,38537,0,576,0
53,47700,56930,0,Employed,27562,1,485,1
76,144673,7260,3,Self-employed,86619,0,557,0
25,15266,5092,2,Self-employed,32183,1,500,1
39,32154,2728,2,Unemployed,47088,0,570,1
47,87195,55631,0,Employed,61779,1,471,1
74,99341,46961,1,Employed,17170,1,472,0
74,50750,62061,3,Employed,90959,1,476,0
63,139511,18383,4,Employed,56616,1,422,1
54,140177,80631,3,Self-employed,77320,1,444,0
65,31458,44956,0,Employed,86923,1,459,1
21,134330,2188,0,Unemployed,9995,0,642,0
68,85316,35778,2,Self-employed,51190,0,587,1
37,34188,40501,2,Unemployed,21945,0,584,1
61,54239,1255,2,Self-employed,7460,1,496,0
70,77999,78594,2,Unemployed,78120,0,601,1
54,118623,46132,0,Self-employed,2759,0,600,0
33,132420,23361,3,Unemployed,24418,0,561,1
79,115852,26083,2,Employed,97169,0,608,1
63,128027,25445,1,Self-employed,27768,1,475,0
24,46940,68183,5,Employed,87254,0,564,0
37,106112,71105,5,Employed,49213,1,406,0
23,142311,41150,0,Employed,86708,0,588,1
29,122771,13613,1,Self-employed,10004,0,648,0
46,42956,61283,5,Employed,6805,1,420,1
53,70337,16835,3,Unemployed,44288,1,435,1
74,127749,51347,5,Employed,7604,0,542,0
39,100083,54185,2,Self-employed,52089,1,459,0
62,21387,17074,3,Unemployed,38431,1,467,1
60,53446,20821,5,Employed,15625,0,567,1
61,16269,52273,0,Unemployed,74947,1,480,0
23,118056,7532,3,Unemployed,16779,1,480,0
72,51116,62615,4,Self-employed,43956,0,570,0
49,42659,25629,5,Self-employed,76579,1,407,0
55,147752,67314,4,Employed,84237,0,574,0
71,89765,70977,4,Unemployed,12455,0,570,1
78,24229,17765,1,Self-employed,27358,1,461,1
45,67764,52660,0,Employed,12383,0,621,1
68,42158,50167,4,Employed,58003,0,558,1
56,88636,40386,2,Employed,23665,1,501,0
21,99267,83423,3,Self-employed,66260,0,566,0
68,56682,54128,5,Employed,96242,0,508,0
47,109919,34867,2,Employed,24551,1,463,1
22,97082,16583,5,Self-employed,49251,0,559,1
67,55207,10686,3,Self-employed,8401,1,435,0
28,94609,65123,3,Self-employed,79984,0,577,0
45,52165,25919,2,Unemployed,71279,0,613,1
74,72183,24589,2,Employed,20904,0,588,1
67,105484,38792,5,Unemployed,20993,1,458,0
37,103421,18801,5,Self-employed,27021,1,426,0
60,40078,8126,4,Unemployed,2027,0,581,1
47,66068,33141,5,Self-employed,36713,1,448,0
73,91283,48892,3,Employed,11673,0,593,0
48,44937,57951,1,Employed,30774,1,441,0
32,55776,67917,5,Unemployed,92132,1,391,1
55,21209,64467,5,Unemployed,15342,0,547,1
77,119039,23935,4,Unemployed,19495,1,420,1
56,84298,47693,0,Employed,70564,0,622,1
34,137068,68610,1,Employed,56382,1,463,1
49,120868,57320,4,Self-employed,930,0,628,1
39,122567,993,5,Unemployed,67877,1,398,1
40,19021,48732,2,Unemployed,90285,1,409,0
70,58560,39036,4,Self-employed,87611,0,541,0
76,138346,43364,1,Unemployed,8080,0,633,0
40,125000,99423,3,Employed,9194,0,593,0
31,82421,20039,4,Employed,36232,0,587,0
42,137881,90405,4,Unemployed,89706,0,572,0
28,105569,51741,1,Self-employed,14022,1,504,0
33,119097,24840,1,Employed,50081,1,512,1
47,37054,33240,1,Self-employed,96175,0,617,1
67,131904,12840,3,Employed,43840,0,555,0
33,45394,36343,2,Employed,44776,0,553,0
44,107481,23775,2,Unemployed,88543,0,570,1
46,128333,25088,4,Unemployed,73921,1,438,0
73,64115,33508,0,Self-employed,2815,0,627,0
27,78936,19506,1,Self-employed,61701,1,502,1
56,48434,63932,3,Unemployed,95207,0,574,0
25,68542,32301,4,Self-employed,26500,1,458,1
48,63290,28962,4,Employed,29573,1,484,0
29,88498,7432,5,Unemployed,80717,0,566,1
24,29823,65905,5,Self-employed,36526,1,418,1
78,80187,89213,4,Unemployed,65719,1,416,1
27,53008,7894,4,Unemployed,5256,0,558,0
68,146584,32696,4,Unemployed,60382,0,580,1
42,64648,51999,4,Unemployed,34941,0,597,0
68,100691,39070,5,Self-employed,36805,1,444,0
22,17212,25140,5,Self-employed,15687,1,419,0
34,138020,40652,1,Employed,69915,1,432,0
61,124759,3111,3,Employed,14488,1,444,1
55,98051,80927,0,Self-employed,53956,1,491,1
50,105213,22825,1,Self-employed,32318,0,636,0
77,107943,78781,5,Employed,81563,1,462,0
31,91986,64826,4,Unemployed,6705,0,551,1
49,96297,10688,1,Unemployed,40377,0,588,0
27,87105,64125,3,Employed,8782,0,611,1
32,53033,86605,0,Self-employed,11852,1,480,0
43,50817,98255,1,Unemployed,84433,1,469,0
75,34118,8412,1,Employed,30775,1,493,1
49,59422,96988,3,Unemployed,22225,1,500,0
31,66736,2075,0,Employed,94165,1,439,1
51,66159,65821,3,Self-employed,61008,0,606,0
33,140342,47168,4,Self-employed,21422,1,418,0
55,90477,71745,2,Self-employed,65427,1,449,0
37,118865,56715,0,Unemployed,3521,0,644,1
46,77747,70454,2,Employed,64057,1,480,0
58,145417,33869,2,Unemployed,40505,1,489,0
37,50823,99047,1,Self-employed,120,0,654,0
70,46039,40311,5,Unemployed,13331,1,403,0
42,104903,27984,2,Self-employed,4995,0,629,1
64,118218,74441,3,Employed,92304,0,562,1
65,101801,59416,1,Unemployed,80538,1,495,0
64,117854,17645,2,Employed,38022,1,469,1
36,141032,85401,0,Employed,91415,1,476,0
70,141995,8502,5,Employed,18743,1,443,0
56,149046,99084,3,Self-employed,66352,0,585,0
23,122032,61101,1,Employed,4172,1,513,1
42,42689,40211,2,Employed,57369,0,622,1
43,140325,15700,1,Self-employed,11386,0,623,1
36,128855,44694,0,Self-employed,34650,1,498,1
39,23856,41567,1,Unemployed,96317,0,583,1
70,110613,97563,1,Unemployed,79035,0,603,1
64,105357,3640,0,Self-employed,55445,0,635,1
53,30450,43440,2,Self-employed,72352,0,585,1
31,70007,96000,3,Unemployed,57352,0,557,1
47,98748,81532,3,Self-employed,60776,1,455,0
72,83519,73570,3,Unemployed,16696,1,430,1
43,114222,81166,1,Self-employed,33835,0,584,1
70,16977,37441,2,Unemployed,91975,0,560,1
47,145936,68891,5,Self-employed,60,0,594,1
43,39856,52494,1,Self-employed,65447,0,620,1
44,106172,51997,3,Self-employed,59206,0,584,1
73,101831,88975,1,Employed,52027,1,514,1
56,122388,4829,3,Employed,34948,1,459,1
29,88431,81025,1,Employed,48546,0,640,1
39,114694,59864,5,Employed,56839,0,567,1
63,68946,78484,1,Unemployed,5269,0,579,1
72,102204,158,1,Unemployed,41334,0,624,0
29,134667,18440,1,Unemployed,74587,1,485,0
65,124659,69303,4,Self-employed,18953,1,464,1
69,20535,20660,5,Employed,28439,0,524,1
49,128501,48385,3,Self-employed,62743,0,612,0
49,113003,2888,2,Unemployed,20664,0,606,1
48,64026,17855,4,Employed,49063,1,460,0
35,85202,93582,2,Self-employed,63522,1,491,0
64,100301,24249,4,Self-employed,9816,1,482,0
40,49993,98742,1,Self-employed,32941,1,501,0
29,41717,99577,2,Employed,97107,1,471,0
67,65786,47403,0,Self-employed,8909,0,625,1
45,84875,2481,2,Employed,74210,1,442,0
23,49627,52233,5,Self-employed,94649,1,383,1
52,64694,5603,2,Self-employed,11400,0,566,1
50,51699,11500,2,Employed,58706,1,464,0
66,124004,21205,4,Self-employed,46798,1,439,0
67,134414,33006,2,Unemployed,91523,1,441,1
49,57021,1153,4,Employed,91375,1,422,0
47,139706,59847,2,Self-employed,47324,1,439,0
33,130807,22882,3,Unemployed,2486,0,607,1
29,87992,18989,2,Employed,37554,0,578,1
76,36469,45953,2,Employed,67657,0,586,0
31,62234,83918,5,Self-employed,1612,0,618,1
30,55833,4685,4,Unemployed,55844,0,569,0
68,121239,28268,2,Unemployed,36942,0,608,0
78,136101,93645,3,Unemployed,6972,1,444,0
50,94483,56477,5,Unemployed,4764,0,613,1
26,56079,16173,5,Employed,87554,1,447,1
42,44038,49033,4,Unemployed,26665,1,432,1
33,40122,83204,2,Unemployed,76361,1,457,1
63,139332,73700,5,Unemployed,15232,1,455,1
65,132131,28103,4,Unemployed,33654,0,549,0
69,77860,33172,2,Employed,13793,1,508,0
66,79127,5949,2,Self-employed,15410,1,456,0
34,59994,36471,4,Unemployed,31435,1,459,0
75,109570,82075,2,Unemployed,52445,0,594,1
40,127903,93372,3,Unemployed,2642,0,638,0
31,42971,94187,4,Employed,10389,0,567,1
58,125115,38173,3,Employed,35207,1,437,0
31,22720,79874,1,Unemployed,36283,1,512,1
62,105455,16149,2,Employed,71805,1,487,1
40,105356,97719,5,Unemployed,32637,1,432,0
60,36478,34469,1,Self-employed,4518,0,613,0
34,89968,88422,5,Unemployed,32642,1,460,0
28,80849,69528,1,Employed,17792,1,521,0
73,146375,20399,0,Self-employed,95452,1,479,1
21,132885,43359,5,Employed,93487,1,413,0
65,102415,84117,4,Employed,69879,1,447,0
77,89445,35930,0,Self-employed,92702,0,621,1
53,122242,4477,2,Employed,25202,1,473,0
63,103100,17576,4,Unemployed,95694,1,437,0
34,52607,96474,1,Unemployed,43241,1,438,0
77,114112,39331,4,Employed,57359,1,416,0
45,21118,20273,5,Unemployed,59487,1,415,0
37,98350,71783,2,Self-employed,7530,0,609,1
44,43550,293,0,Unemployed,26140,1,484,0
53,31367,26989,3,Unemployed,70880,1,441,0
66,29711,19811,5,Employed,53257,1,386,0
77,40663,70287,0,Unemployed,34296,0,618,0
77,102578,48036,1,Employed,54020,0,566,0
22,27497,70332,1,Self-employed,75711,0,566,1
27,26933,92835,0,Self-employed,5803,0,598,0
26,57539,56704,3,Unemployed,39698,1,416,1
